,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
377,Eureka,40,US,1553314407,100,40.8,-124.16,284.26,3.1
378,Shakawe,0,BW,1553314530,45,-18.36,21.84,293.898,2.22
379,Guerrero Negro,0,MX,1553314530,75,27.97,-114.04,288.498,5.97
380,Kodiak,1,US,1553314410,21,39.95,-94.76,284.82,4.1
381,Gladstone,0,AU,1553314530,55,-23.84,151.26,305.37,5.7
382,Nabire,32,ID,1553314531,80,-3.36,135.5,299.548,1.22
383,Ayan,0,TR,1553314532,77,40.67,33.6,266.198,1.07
384,Sorong,32,ID,1553314532,100,-0.86,131.25,300.998,2.82
385,Zyryanka,24,RU,1553314532,61,65.73,150.89,266.348,3.87
386,Nuevo Progreso,90,US,1553314288,73,26.05,-97.95,295.15,3.1
387,Lewistown,1,US,1553314532,64,40.39,-90.15,277.59,4.1
388,Kuminskiy,88,RU,1553314533,97,58.67,66.57,271.298,1.82
389,Popondetta,56,PG,1553314533,83,-8.77,148.24,298.798,1.12
390,Jedrzejow,48,PL,1553314530,96,50.64,20.3,276.48,0.45
391,Vardo,90,US,1553314445,47,39.62,-77.74,277.04,6.2
392,Ambon,0,FR,1553314517,100,47.55,-2.56,278.71,3.1
393,Siocon,0,PH,1553314534,89,11.03,124.04,301.148,3.32
394,Sebina,40,BW,1553313600,72,-20.83,27.22,293.15,5.7
395,Juegang,76,CN,1553314433,40,32.31,121.18,288.71,4.02
396,Maragogi,8,BR,1553314535,94,-9.01,-35.22,298.648,3.37
397,Lagunas,48,PE,1553314535,87,-5.23,-75.68,299.048,1.12
398,Waipawa,8,NZ,1553313497,66,-39.94,176.59,293.71,2.24
399,Cumbernauld,36,GB,1553314509,75,55.95,-3.99,278.15,6.7
400,Yantai,0,CN,1553314121,97,37.53,121.39,283.71,9.77
401,Porto Novo,75,BR,1553313600,100,-23.68,-45.44,291.15,1.5
402,Saint-Prosper,92,CA,1553313705,97,46.21,-70.48,273.71,4.67
403,Samut Sakhon,20,TH,1553314486,59,13.55,100.27,308.15,3.6
404,College,75,US,1553314535,48,64.86,-147.8,283.15,2.6
405,Choix,0,MX,1553314537,50,26.71,-108.33,287.998,0.82
406,Dingle,12,PH,1553314538,54,11.0,122.67,303.548,4.67
407,Bulaevo,76,KZ,1553314538,87,54.91,70.44,268.748,1.97
408,Buchanan,64,LR,1553314538,99,5.88,-10.05,300.148,2.77
409,Lodja,56,CD,1553314539,98,-3.52,23.6,294.048,1.32
410,Loralai,80,PK,1553314539,90,30.37,68.6,280.648,1.87
411,Takoradi,36,GH,1553314270,100,4.89,-1.75,300.398,2.82
412,Labuhan,56,ID,1553314539,77,-2.54,115.51,302.498,1.27
413,Chuy,36,UY,1553314540,89,-33.69,-53.46,289.898,3.17
414,Krasnovishersk,0,RU,1553314540,71,60.4,57.08,264.248,1.27
415,Alta Gracia,0,AR,1553313623,93,-31.66,-64.43,290.93,3.6
416,Tabriz,20,IR,1553311800,86,38.08,46.29,274.15,2.1
417,Dafeng,36,CN,1553314541,60,33.2,120.46,285.998,5.22
418,Mariental,0,DE,1553314534,91,52.28,10.99,282.04,1.72
419,Jasper,0,US,1553314516,100,33.83,-87.28,286.15,1.92
420,Havre-Saint-Pierre,75,CA,1553312640,94,50.23,-63.6,274.15,9.8
421,Sombrio,68,BR,1553314542,100,-29.11,-49.63,290.648,3.87
422,Talcahuano,0,CL,1553313600,82,-36.72,-73.12,286.15,4.6
423,Henties Bay,0,NA,1553313727,90,-22.12,14.28,289.26,2.24
424,Peniche,0,PT,1553314507,62,39.36,-9.38,285.93,2.6
425,Playas,32,EC,1553314543,90,-2.64,-80.39,297.898,3.57
426,Kalmunai,0,LK,1553314543,84,7.42,81.82,301.448,1.87
427,Alice Springs,0,AU,1553313600,15,-23.7,133.88,312.15,5.1
428,Bela,8,PK,1553314544,34,26.23,66.31,290.048,1.02
429,Maun,0,BW,1553313600,53,-19.99,23.42,296.15,4.6
430,Unity,0,CA,1553313819,89,52.44,-109.15,275.93,3.58
431,Prainha,76,BR,1553314544,90,-1.8,-53.48,298.548,1.87
432,Lata,20,IN,1553314545,55,30.78,78.62,280.398,0.97
433,Ituporanga,92,BR,1553313663,96,-27.41,-49.6,292.04,1.82
434,Yerbogachen,80,RU,1553314545,71,61.28,108.01,269.248,4.77
435,Rafaela,0,AR,1553314460,61,-31.25,-61.49,289.26,0.45
436,Port Keats,8,AU,1553314546,68,-14.25,129.55,306.948,8.37
437,Mlonggo,20,ID,1553311800,74,-6.53,110.7,302.15,1.0
438,Kasempa,8,ZM,1553314547,66,-13.46,25.83,291.698,3.87
439,Skjervoy,76,NO,1553314547,92,70.03,20.97,277.398,7.92
440,Plettenberg Bay,8,ZA,1553314547,98,-34.05,23.37,292.498,4.82
441,Mizan Teferi,88,ET,1553314547,92,6.99,35.58,289.648,1.17
442,Oum Hadjer,8,TD,1553314548,30,13.3,19.7,295.198,3.22
443,Inuvik,75,CA,1553310000,66,68.36,-133.71,264.15,5.7
444,General Pico,0,AR,1553314548,71,-35.66,-63.75,290.198,5.47
445,Bosaso,12,SO,1553314548,100,11.28,49.18,296.998,4.57
446,Ponnani,20,IN,1553313600,62,10.77,75.93,304.15,1.5
447,Port Pirie,100,AU,1553313600,69,-33.18,138.01,296.15,3.1
448,La Peca,32,PE,1553314549,95,-5.61,-78.44,291.748,0.17
449,Revelstoke,1,CA,1553310000,92,50.99,-118.19,276.15,0.72
450,Port-Cartier,90,CA,1553314529,91,50.03,-66.88,274.82,4.6
451,Kahului,40,US,1553314424,57,20.89,-156.47,299.15,8.7
452,Cooma,90,AU,1553310000,49,-36.24,149.13,293.15,2.6
453,Hays,90,US,1553313732,54,38.88,-99.33,285.15,4.6
454,Prokhorovka,75,RU,1553311800,92,51.03,36.73,272.15,8.0
455,Majene,24,ID,1553314272,91,-3.54,118.97,302.598,1.67
456,Bilibino,0,RU,1553314551,67,68.06,166.44,260.498,1.42
457,Kyzyl-Suu,0,KG,1553314404,84,42.34,78.0,268.71,3.13
458,Perelyub,76,RU,1553314552,96,51.87,50.37,271.248,2.47
459,Iqaluit,90,CA,1553314366,68,63.75,-68.52,244.26,1.5
460,Roros,24,NO,1553313000,86,62.57,11.38,274.15,3.6
461,Towada,75,JP,1553314208,86,40.61,141.21,276.15,6.7
462,Cabedelo,20,BR,1553310000,94,-6.97,-34.84,299.15,1.5
463,Turukhansk,76,RU,1553314553,84,65.8,87.96,268.148,1.87
464,Husavik,0,CA,1553314522,79,50.56,-96.99,272.59,2.68
465,Wanlaweyn,0,SO,1553314554,90,2.62,44.89,296.498,3.92
466,Leh,36,IN,1553314554,78,34.16,77.58,251.748,0.87
467,Bafia,68,CM,1553314555,93,4.74,11.22,295.048,1.67
468,Buraydah,20,SA,1553310000,77,26.33,43.97,289.15,1.5
469,Davila,20,PH,1553310000,51,18.47,120.58,302.15,3.1
470,Bakchar,56,RU,1553314555,88,57.02,82.07,269.798,1.62
471,Biala Podlaska,0,PL,1553310000,86,52.03,23.12,272.15,2.0
472,Genhe,20,CN,1553314556,52,50.78,121.52,267.948,3.72
473,Puksoozero,80,RU,1553314556,91,62.59,40.61,270.198,1.42
474,Alexandria,1,US,1553314317,81,31.31,-92.44,286.15,2.62
475,Tapes,80,BR,1553314557,99,-30.67,-51.4,290.198,2.12
476,San Pedro,0,AR,1553314422,80,-33.68,-59.66,287.59,1.37
477,Keffi,0,NG,1553310000,61,8.85,7.88,301.15,2.1
478,Ucluelet,92,CA,1553313926,97,48.94,-125.55,282.04,0.87
479,Bonnyville,5,CA,1553310000,75,54.27,-110.74,278.15,1.0
480,Sundumbili,20,ZA,1553310000,94,-29.13,31.4,293.15,3.1
481,Kljuc,0,HR,1553314550,40,43.85,16.03,285.15,1.5
482,Effium,36,NG,1553314561,92,6.63,8.06,296.648,5.12
483,Kudahuvadhoo,0,MV,1553314561,99,2.67,72.89,302.448,4.22
484,Mehran,0,IR,1553311800,74,33.12,46.17,276.15,2.1
485,Romodanovo,76,RU,1553314562,94,54.42,45.33,270.148,3.22
486,Khani,90,GE,1553313600,93,41.96,42.96,278.15,2.6
487,Cayenne,90,GF,1553313600,83,4.94,-52.33,299.15,3.6
488,Bom Jesus,88,BR,1553314563,96,-9.08,-44.36,294.548,1.62
489,Vegueta,8,PE,1553314563,91,-11.02,-77.64,286.398,0.97
490,Channel-Port aux Basques,44,CA,1553314564,81,47.57,-59.14,275.798,16.82
491,Faya,0,SA,1553310000,51,18.39,42.45,289.15,3.1
492,Lagoa,0,PT,1553314330,71,37.14,-8.45,287.04,3.6
493,Keti Bandar,0,PK,1553314564,93,24.14,67.45,297.398,4.62
494,Bonavista,92,CA,1553313701,88,48.65,-53.11,274.26,6.71
495,Camocim,68,BR,1553314565,96,-2.9,-40.84,296.448,1.02
496,Braganca,80,BR,1553314565,89,-1.05,-46.77,297.948,1.92
497,Uribia,0,CO,1553314370,71,11.71,-72.27,298.398,6.12
498,Kuytun,64,RU,1553314565,66,54.34,101.51,274.448,4.12
499,Deputatskiy,0,RU,1553314542,77,69.3,139.9,252.398,1.67
500,Keskin,0,TR,1553314176,69,39.67,33.62,277.04,0.45
501,Gabane,0,BW,1553313600,68,-24.67,25.78,294.15,4.6
502,Salinopolis,92,BR,1553314566,96,-0.61,-47.36,300.398,5.32
503,Sobolevo,88,RU,1553314567,74,54.43,31.9,273.498,8.92
504,Hambantota,20,LK,1553310600,79,6.12,81.12,303.15,2.6
505,Sarangani,20,PH,1553314567,94,5.4,125.46,300.948,4.02
506,Manjeshwar,40,IN,1553313600,66,12.72,74.89,303.15,1.5
507,Chicama,20,PE,1553310000,77,-7.84,-79.15,294.15,4.1
508,Piacabucu,0,BR,1553314568,93,-10.41,-36.43,298.548,3.92
509,Mackay,20,CA,1553310000,42,53.65,-115.58,283.15,2.1
510,Milkovo,0,BG,1553314085,93,41.53,24.68,283.15,1.5
